P1E Nummer;P89 Nummer;P89 Alternativ;Material Kurztext;Material Status;Disponent
1910165978;;;Leiterplatte E/S HVI‑22;Z0;SP1
1910165979;;;Leiterplatte Bremssteuerung HVI;Z0;SP1
1910197750;1000862690;;Vorhängeschloss-Verriegelung für Knebel;Z0;SP1
1910197751;;;XF9 Hilfskontaktschalter;Z0;SP1
1910197752;;;XF9J Hilfskontaktschalter;Z0;SP1
1910197785;1019993901;;Führungsschiene T70;Z0;SP1
1910207537;P1E=EU Löschvermerk;;ZB Hakenriegel L S8;EU;SP5
1910207772;P1E=EU Löschvermerk;;ZB Leiterplatte MV6 Rueckwandplatte;EU;SP5
1910207778;P1E=EU Löschvermerk;;ZB Leiterplatte MT Türmodul;EU;SP5
1910208887;;;Drehgeber_ 2x2048EnDat ECN413 Konus 10 m;EU;SP5
1910208892;;;Spannungswand. DC/AC 12/230V 600W/1200W;EU;SP5
1910208933;;;Türantrieb F9 IP54 EN 81-20;EU;SP5
1910209097;;;Drehgeber_2048 BISSC 5873 KonusF 10m 2rs;EU;SP5
1910209184;P1E=EU Löschvermerk;;ZB Leiterplatte HSD1;EU;SP5
1910209199;;;Drehgeber_ Konuswelle 2x2048EnDat_ECN413;EU;SP5
1910210660;TEPPER:8850820238;;Türlaufrolle 53mm M6*16 (ext D60 mm);Z0;SP1
1910364398;61640009491;P1E=EU Löschvermerk;Knieleiste SW starr ET15 aq=1000;EU;SP5
1910364494;;;Bremskontrollschalter Synergy;EU;SP5
1910364561;;;ZB Leiterplatte MH4 DZS1;EU;SP5
1910365771;;;ZB Leiterplatte MHC Microcomputer;EU;SP5
1910366367;65100000175;;Verschlussklemme TypCB5 16mm;Z0;SP1
1910366427;5131450;;Codierreiter Combicon;EU;SP5
1910366510;0099752110;;Federleiste 14pol Flachkabel;GE;SP1
1910367074;P1E=EU Löschvermerk;;LS-3 Hauptbaugruppe 230V;EU;SP5
1910369540;;;Set Scheibenbremse SC500L;EU;SP5
1910369593;99500009496-01;;Himatrix- Sicher DO-Rel-Modul F2 DO 8 01;GE;SP4
1910404886;5991390;;Flachbeutel 300x420x0,2;Z0;SP1
1910498004;;;Pesacargas DMC 6 Eingänge;Z0;SP1
1910498493;;;Sensor Lastmessung 630KG;GE;SP1
1910512181;8001413633;P1E=EU Löschvermerk;Drehgeber_2048 BISSC KonusF 3m 2rs;EU;SP5
1910512182;;;Drehgeber_2048 BISSC 5873 KonusF 10m 2rs;EU;SP5
1910561449;8850004187;P1E=EU Löschvermerk;Aufkleber Akku-Wechsel;EU;SP5
1910561452;8850990013;;Einkaufswagen-Chip/Schlüsselanhänger;EU;SP5
1910564216;8850990021;;Kombi-Set Haftnotizen;EU;SP5
1910565052;TEPPER:8850820879;;TÜRBLATTFÜHRUNGSSCHUH NUT 10MM;Z0;SP1
1910565951;TEPPER:8850003915_L;;UNTERE GEGENROLLE EXCENTER D36MM x2;Z0;SP1
1910568480;;;Leiterplatte PBI 48V;Z0;SP1
1910668468;P1E=EU Löschvermerk;;Rollenführung WRG  38MM.;EU;SP5
1910675671;;;Netzteil 24V 60W;Z0;SP1
1910676080;;;RPCM Board;Z0;SP1
1910676081;;;Leiterplatte xCPTB;Z0;SP1
1910676082;;;Leiterplatte BCB;Z0;SP1
1910676108;;;Netzteil 24V 60W EOX;Z0;SP1
1910676112;;;Relais KF310 REL‑IR2 24VDC;Z0;SP1
1910676125;;;Kabelbaum Variador DB15 5 m;Z0;SP1
1910676150;;;Inspektionsschalter BG144L;Z0;SP1
1910676168;;;Netzteil 12V 135W EOX;Z0;SP1
1910676175;;;Sensor Induktiv Limitador;Z0;SP1
1910676797;;;Variador HVI‑44;Z0;SP1
1910676818;;;Kabelbaum LOP WD320 L=4 m;Z0;SP1
1910676821;;;Ethernet Switch 5‑Port KE751;Z0;SP1
1910676887;;;Netzteil 24V 100W 6,25A EOX;Z0;SP1
1910699572;;;Tbl LOP Logo oEt oFahrt Smart MRL001;Z0;SP1
1910699573;;;Mitnehmerschwert links, Tür links;Z0;SP1
1910699574;;;Schütz MG5, 48-130V, neue Ausführung;Z0;SP1
1910699575;;;Techna Schacht/Kabinentürrolle D75 4St;Z0;SP1
1910699576;;;Türsupport gerade;Z0;SP1
1910699577;;;Türverschluss HV72 li TSS72S/ZSS72S;Z0;SP1
1910699578;;;Rohrtürschließer für 600-900er Türen;Z0;SP1
1910699579;;;Tür New York, Türrolle Set=4 '70;Z0;SP1
1910699580;;;EmergencyKeyTool M4, M5, M8, S1D, MAN;Z0;SP1
1910699582;;;Türrolle D70/60 f. Tür Europa 4St;Z0;SP1
1910699583;;;Türrolle D70/60/M8*17,Tür ADR/ADM;Z0;SP1
1910699584;;;Poly-V-belt, STM-PV30-1.73S-PU-42, l=30m;Z0;SP1
1910699585;;;Druckknopf Basiselement, COP, Ruftaster;Z0;SP1
1910699586;;;Führungseinlage SAG5 Gegengew.,Schiene5a;Z0;SP1
1910699587;;;Türrolle D76/70*14.5, Rundrille, M8;Z0;SP1
1910699588;;;085N, Türrolle;Z0;SP1
1910699589;;;Druckknopf MCS Inox matt LR rot;Z0;SP1
1910699590;;;Führungseinlage, Schiene 19;Z0;SP1
1910699591;;;COP Taster Basis F2KKIB Aufzugruf;Z0;SP1
1910699592;;;Türkontakt ZKSP;Z0;SP1
1910699593;;;Liftcomp Türseilrolle 65/57/15x14.5 M6;Z0;SP1
1910699594;;;Führungseinlage Gegengewicht, Schiene 5;Z0;SP1
1910699595;;;Notstromgerät Typ ECU2, Batterie 6V Akku;Z0;SP1
1910699596;;;Führungseinlage (Set=4), Schiene 16;Z0;SP1
1910699597;;;Laufrolle VSL D40/10*15 VU 93;Z0;SP1
1910699598;;;Türrolle D68/60 für ADB/OAK D8 M10*34;Z0;SP1
1910699599;;;Türführung Kunststoff 40x14x14mm;Z0;SP1
1910699600;;;Mikroschalt. BZ5RW822‑A2‑F2 Endsch.;Z0;SP1
1910699601;;;Akku 12V 3.2Ah;Z0;SP1
1910699602;;;Türrolle D65/55/12x15.5 TTK15/TTS15;Z0;SP1
1910699603;;;QKS11, Zahnriemen, 15*1350;Z0;SP1
1910699604;;;Führungseinlage, Schiene 14;Z0;SP1
1910699605;;;Zugfeder Türschließf. T82 1.1x13.2x710;Z0;SP1
1910699606;;;Türführung für Tür ADX1/ADX2;Z0;SP1
1910699607;;;Profilgummi 2500 lang;Z0;SP1
1910699608;;;Platine, RS14;Z0;SP1
1910699609;;;Zwischeneinlage Führ.2100 52/46x70mm 3x;Z0;SP1
1910699610;;;O-Ring 29.5*5.3 - NBR70 für Laufrolle;Z0;SP1
1910699611;;;Rathgeber Türführung L72.5 Nut7;Z0;SP1
1910699612;;;Selcom, Universal-Türseil;Z0;SP1
1910699613;;;Türführung unten, Polyamid 30x20x11,5;Z0;SP1
1910699614;;;Druckknopf MCS Inox poliert LR blau;Z0;SP1
1910699615;;;Rolle D32 , für Hakenriegel;Z0;SP1
1910699616;;;Fingermagnetschalter ÖHF 200VDC NO;Z0;SP1
1910699617;;;Akku F 12V/1,2AH NP1 2 -12;Z0;SP1
1910699618;;;Tasterunterteil Kurzhub 1NO,1NC 24V;Z0;SP1
1910699619;;;Notentriegelschl. L86 B4 montiert;Z0;SP1
1910699620;;;Gummiring für Rolle D44/38 Riegel OSMA;Z0;SP1
1910699621;;;Magnetschalt. BN85‑R‑1824‑1 60VAC/DC;Z0;SP1
1910699622;;;Rolle zu Riegelarm New York;Z0;SP1
1910699623;;;Kalotte D2 CRNI‑Ring x17.1;Z0;SP1
1910699624;;;Gummirolle Schlosshebel D12/21x15;Z0;SP1
1910699625;;;Türkontaktbr. Stiftlänge 27mm Otis 9538;Z0;SP1
1910699626;;;Führungseinlage rot , Schiene 10;Z0;SP1
1910699627;;;Riegelbuchse höhenverstellbar;Z0;SP1
1910699628;;;Eckführung winklig, 4 Zapfen, L=100;Z0;SP1
1910699629;;;Schacht/Kabin Türf. Prima Typ;Z0;SP1
1910699630;;;Türkontakt AZ 061, K08106;Z0;SP1
1910699631;;;Einlage 1 Zapfen, L1=100, B1=22, D=16;Z0;SP1
1910699632;;;MT28M TS1 V2A matt 30V gelb 1 Wechs.;Z0;SP1
1910699633;;;Leuchtstofflampe L(nur Röhre)=135, 4W;Z0;SP1
1910699634;;;Kabinentür seitl. öffn. TB900‑1050;Z0;SP1
1910699635;;;Einlage für MO6261D, abgebildet, Sch9;Z0;SP1
1910699636;;;Türsupport, gekröpft 23 mm;Z0;SP1
1910699637;;;Gegenrolle Tür AMD / ADV;Z0;SP1
1910699638;;;Varidor 10, Zahnriemen, GT3 L=1270 12mm;Z0;SP1
1910699639;;;Führungeinlage gedämpft BFK10 Schiene10;Z0;SP1
1910699640;;;Schienenöler Schiene 5–20mm Typ AK10;Z0;SP1
1910699641;;;Schiebetürf. Nut12 Set 2 Stk;Z0;SP1
1910699642;;;Führungseinlage rot, Schiene 6;Z0;SP1
1910699643;;;P31K, Rückhaltegehäuse;Z0;SP1
1910699644;;;Verriegelungsrolle O‑Ring PA6 TTS5;Z0;SP1
1910699645;;;Anschlagpuffer Tür Europa;Z0;SP1
1910699646;;;Führungseinlage gedämpft BFK Schiene10;Z0;SP1
1910699647;;;Akku 12V 2.3AH;Z0;SP1
1910699648;;;Brücke Türkontakt ZKSP vorn Eingriff;Z0;SP1
1910699649;;;Monitor, VF92, verstärkte Türrolle M8;Z0;SP1
1910699650;;;Türführung für Tür LM (Set = 2 Stück);Z0;SP1
1910699651;;;Einlage 1 Zapfen, L1=140, B1=25, D=16;Z0;SP1
1910699652;;;Schalterträger Typ D;Z0;SP1
1910699653;;;Muffe D4;Z0;SP1
1910699654;;;Rolle D30/M10x12(40) Exzenter Sematic;Z0;SP1
1910699655;;;Türkontakt mit brücke SEL1-A1ZP0;Z0;SP1
1910699656;;;Klemmstück für Zahnriemen AT. Antriebe;Z0;SP1
1910699657;;;Türblattaufhängebolzen M10;Z0;SP1
1910699658;;;O-Ring Set zu GBP (Set=2);Z0;SP1
1910699659;;;Steckbirne f. NAO 24V LED 40mA 1.1W;Z0;SP1
1910699660;;;Führungseinlage, 4-Loch, Schiene 16;Z0;SP1
1910699661;;;Türkontakt PZ73D/B, Brücke 18;Z0;SP1
1910699662;;;Anschlag für Türverriegelung;Z0;SP1
1910699663;;;Bunse, Fahrkorbführung, Schiene 5;Z0;SP1
1910699664;;;Türführung unten, Polyamid, ohne Bolzen;Z0;SP1
1910699666;;;Puffer für Prima-Tür;Z0;SP1
8000707822;;;BESCHICHTUNG;Z0;SP1
8000767693;;;Türantrieb DM180 F9 IP54;GE;SP1
8000782378;;;WD560 TX TÜRKANTENSCHUT-VERLÄNGER L=X;Z0;SP1
8000786638;;;BG132.1/BG132.2 KONT.ROLLENGÜRTEL;Z0;SP1
8000801463;;;Kabelbaum Zumbador PBX 3 m;Z0;SP1
8000830781;;;10 IN ANZEIGE + XPU-KARTE;Z0;SP4
8000842209;;;US RIELLO UPS SDU 6000;Z0;SP1
8000858285;;;US RIELLO UPS SDU 4000;GE;SP1
8000862769;;;Netzteil 48V 480W EOX;Z0;SP1
8000865910;;;FLEXIBLER GUMMI-MAGNET 140X20X6;Z0;SP1
8000865965;;;Netzteil 24V 150W;Z0;SP1
8000874070;;;Kit Kabelbäume EOX;Z0;SP1
8000881730;;;Leiterplatte CPTB;Z0;SP1
8000886757;62440000234;;Treibscheibe SC500L D640 z x d;Z0;SP1
8000898349;;;Set Elektronik PAM;Z0;SP1
8000898359;;;Bremswiderstand 14Ω 8000W;Z0;SP1
8000898360;;;Bremswiderstand 21Ω 6000W;Z0;SP1
8000976134;;;Leiterplatte P4S;Z0;SP1
8001274192;;;Regelgerät DMIC-II-C F9;GE;SP1
8001282100;;;Lastsensor Zylindrisch 1000 kg;Z0;SP1
8001332266;3218000021;;ZB Motor DTE/L180S/M;Z0;SP4
8001332267;65310009235;;Motor DTE180S003 27,5 325 00;Z0;SP3
8001346134;65310009274;;ZB Motor EMOD W332C;Z0;SP4
8001355230;;;Leiterplatte CPTB+xCPTB;Z0;SP1
8001413612;99000011475;;Pendelrollenlager 24020-2RS5W-C3GEN;GE;SP1
8001413624;99000011589;;Rillenkugellager SKF 6216.C3-2RSGEN;GE;SP1
8001442586;;;Geblaese EBM VHS0140X2MGZ mit Filter;GE;SP1
8001524073;6244 000 0462;;Treibscheibe SC500/D560 bearbeitet;GE;SP4
8001535067;P1E=EU Löschvermerk;;MCi200 Applikation Modul SW TIS2 CTxx;ES;SP5
8001535068;P1E=EU Löschvermerk;;ZB Leitung W806 CAN E300 IBI 900mm;ES;SP5
8001535069;P1E=EU Löschvermerk;;AY Cable W806 CAN E300 IBI 1200mm;ES;SP5
8001581899;;;Beutel kabelbäume retrofit-kit DES;Z0;SP4
8001332316;6232001980;;BT Maschine auf Rahmen/Stuetzen TW63;GE;SP1
1910165630;;1050994502 Nr. SBC Spain!;KIT EUROKEY STD COP ON MIT ZURÜCKKEHREN;GE;SP1
1000265959;;;"Wartungsabsperrung ""wir halten Ihre A..""";GE;SP1
1000265969;;;"Wartungsabsperrung ""Ihre Sicherheit ....""";GE;SP1
8000921036;99000011936;;Scheibenbremse TW45C RSZ125 2x50Nm o.HL;Z0;SP1
P1E Nummer [KEY];Material Status [OK];Disponent [OK];(Hinweis) Ohne Header liest der Button Spalte 5=Status und Spalte 6=Disponent (fehlend => ignoriert);;
1000229106;;;VERRIEGELUNGSROLLE FÜR TÜR LD10;Z0;SP1
1000261159;;;SPANNSEILE COMPACT 126;Z0;SP1
1000264336;;;NETZKABEL EIT-CB 2,5 Meter;Z0;SP1
1000266741;99500004405;;IC DIG SMD Controller ST10R167 PQFP144;;SP6
1000266742;0099889140;;IC DIG SMD Prozessor 80C592;;SP6
1000266743;0099883150;;IC DIG SMD Prozessor TMS 320F240 PQ;;SP6
1000266888;6251 000 0561;;Treibscheibe PMC125S0 Rohteil;Z0;SP1
1000266889;6251 000 0069;;Treibscheibe BG02C D240 Rohteil;Z0;SP1
1000266890;6145 000 9208;;Bremshebel DAB530 D65x27 Rohteil;Z0;SP1
1000266891;6254 000 0004;;Treibscheibe D320 PMC170 Rohteil;Z0;SP1
1000266892;4004246;;Treibscheibe D450x150;Z0;SP1
1000266893;6251 000 0002;;Treibscheibe wwMRL BG-01 Rohteil;Z0;SP1
1000266894;4006736;;Treibscheibe D590x150;Z0;SP1
1000266895;4006406;;Treibscheibe D640x150;Z0;SP1
1000266896;;;Treibscheibe PMC145 L D240 Rohteil;Z0;SP1
1910049026;;;SKATE R D11;Z0;SP1
1910067606;;;Rolle mit Gewindebolzen QKS 9;Z0;SP1
1910092456;;;MOTOR ENCODER KARTE CD10;Z0;SP1
1910092457;;;ZAHNRAD-MOTORANTRIEB VF7;Z0;SP1
1910092467;;;KABELKONJUGATIONSWALZE D47 CD10 / LD10;Z0;SP1
1910160609;;;"TASTER DB2 INOX „TÜREN SCHLIESSEN""";Z0;SP1
1910160617;;;"TASTER DB02 INOX STANDARD ""3""";Z0;SP1
1910160619;;;"TASTER DB02 INOX STANDARD ""5""";Z0;SP1
1910160621;;;"TASTER DB2 INOX ""7""";Z0;SP1
1910163625;;;LED-Feld-Baugruppe (450 x 450);Z0;SP1
1910163651;;;Sockelleistenklammern;Z0;SP1
1910165200;;;STEUERUNGS-BAUGRUPPE IM PFOSTEN;GE;SP4
1910305398;;;Türschloss HV 72 Tür rechts TSS72S;Z0;SP1
1910366487;0776000378;;Erdungsband 25qmm 150LG;Z0;SP1
1910496583;;;SCHILD „SMALE PIT“ – LIE DOWN TO PROTECT;Z0;SP1
1910496608;;;WARNSCHILD GEFAHR GEGENGEWICHT;Z0;SP1
1910496673;;;HINWEISSCHILD ÜBERKOPFVERGLASUNG BOHRUNG;Z0;SP1
1910496781;;;TÜR-SCHLIEßFEDER;Z0;SP1
1910497320;;;RAD-KONZENTRIERACHSE PRF-62 D48 MM;Z0;SP1
1910497935;;;PRÄSENZKONTAKT ASTRA CT‑2014;Z0;SP1
1910498550;;;SCHWIMMERSCHALTER CMC-4+ 81:20/50;Z0;SP1
1910499019;;;PRÜFHAKEN 2500 KG;Z0;SP1
1910499020;;;PRÜFHAKEN 3000 KG;Z0;SP1
1910499022;;;PRÜFHAKEN 5000 KG;Z0;SP1
1910564582;;;USV IDG1600 (1600VA) 20/50;Z0;SP1
1910564703;;;SCHLÜSSEL FÜR SCHRANK MRL CH-751;Z0;SP1
1910565848;;;DE-INTERLO. LINKE DREIECKSVERRIEGELUNG;Z0;SP1
1910565849;;;RECHTE ENTRIEGELUNG 20.30.03;Z0;SP1
1910567281;;;"TASTER DB2 ""B""";Z0;SP1
1910567285;;;TASTER DB2 LÜFTER;Z0;SP1
1910567344;;;TRÄGERPLATTE LEITERPLATTE UUCP UPEX;Z0;SP1
1910573122;65200000071;;ZB TSD56V-Box;GE;SP1
1910676956;;;TASTERANSCHLUSSKABEL IMC CMC‑4+ 500MM;Z0;SP1
8000865045;;;Ankerschild für Absturzsicherungssystem;Z0;SP1
8001248701;;;ZB Bremsleitung PMB220XL;GE;SP4
8001414684;4006526;;Seilrolle D360x129 Rohteil;;SP1
8001447092;;;Geschw .- begrenzer 2,5 m/s OL35M LH GEG;Z0;SP1
8001490038;62460001341;;Treibscheibe D440 SC300M Rohteil;Z0;SP1
8001542513;;;MF FV LSG06A Dry 2-3 m/s 3400-3600 KG;Z0;SP1
8001542514;;;MF FV LSG06A Dry 2-3 m/s 3600-3800 KG;Z0;SP1
8001542515;;;MF FV LSG06A Dry 2-3 m/s 3800-4000 KG;Z0;SP1
1000075922;unbekannt;;Sales Commission;Z0;
1000220641;unbekannt;;SWITCHING POWER SUPPLY NDR-480-24;EU;SP5
1000237043;unbekannt;;MODULE INVERTER FERMATOR VVVF7;Z0;SP1
1910054646;8850003412;;DOOR ROLLER QKS8 STRAIGH (CAR & LANDING;EU;SP5
1910054652;8850003400;;AXIS + SPACER FOR 3107060;EU;SP5
1910092462;unbekannt;;SABER DOOR CD10 L;Z0;SP1
1910160635;unbekannt;;"PUSH-BUTTON BST BAMSC037 ""6""";Z0;SP1
1910320847;unbekannt;;PRESENCE CONTACT;Z0;
1910356901;unbekannt;;FRAME KEYRING EUROKEY ANTIVADALIC;Z0;SP1
1910495759;unbekannt;;SLIDE SHOE MÓVIL ASYMMETRICAL ENCLAVLEFT;Z0;SP1
1910495760;unbekannt;;SLIDE SHOE MÓVIL ASYMMETRICAL ENCLAV RIG;Z0;SP1
1910495768;unbekannt;;SLIDE SHOE MÓVIL ASYMMETRICAL PREMIUM EN;Z0;SP1
1910495769;unbekannt;;SLIDE SHOE MÓVIL ASYMMETRICAL PREMIUM EN;Z0;SP1
1910495770;unbekannt;;ASYMMETRIC SHOE PREMIUM ENCLAV LH C4;Z0;SP1
1910495771;unbekannt;;SLIDE SHOE MÓVIL SYMMETRICAL PREMIUM ENC;Z0;SP1
1910495772;unbekannt;;SLIDE SHOE MÓVIL SYMMETRICAL PREMIUM ENC;Z0;SP1
1910495793;unbekannt;;RETRACTABLE WEDGE FERMATOR 40.10.00;Z0;SP1
1910495794;unbekannt;;RETIRING CAM FERMATOR VF;Z0;SP1
1910495819;unbekannt;;STANDARD CLUTCH ASSEMBLY 40/10 LH;Z0;SP1
1910495820;unbekannt;;STANDARD CLUTCH ASSEMBLY 40/10 RH;Z0;SP1
1910495821;unbekannt;;STANDARD CLUTCH ASSEMBLY FERMATOR LH;Z0;SP1
1910495822;unbekannt;;STANDARD CLUTCH ASSEMBLY FERMATOR RH;Z0;SP1
1910495825;unbekannt;;CLUTCH ASSEMBLY COMPACT R3 LEFT HAND;Z0;SP1
1910495826;unbekannt;;COMPACT CLUTCH ASSEMBLY R3 RIGHT;Z0;SP1
1910495827;unbekannt;;CAM ACTIVATION MICROSWITCH 10.40.10;Z0;SP1
1910495831;unbekannt;;INVERTED RETIRING CAM FOR SEMI-AUT. DOOR;Z0;SP1
1910495833;unbekannt;;RETRACTABLE CAM SIDE BUS;Z0;SP1
1910496776;unbekannt;;SAFETY SPRING SUPPORT;Z0;SP1
1910496806;unbekannt;;REOPENING SPRING 10.60.05;Z0;SP1
1910497266;unbekannt;;WHEEL CABLE FERMATOR 10.70.07 de 42 mm.;Z0;SP1
1910497267;unbekannt;;SYNCHRONIZATION CABLE WHEEL 47MM;Z0;SP1
1910497268;unbekannt;;SYNCHRONIZATION CABLE WHEEL 50MM;Z0;SP1
1910497269;unbekannt;;WHEEL CABLE FERMATOR 10.70.07 de 60 mm.;Z0;SP1
1910497278;unbekannt;;ECCENTRIC SHAFT WHEEL DIAM.48MM (H=28MM);Z0;SP1
1910497279;unbekannt;;ECCENTRIC SHAFT WHEEL DIAM 48MM (H=33MM);Z0;SP1
1910497310;unbekannt;;BUS OPERATOR ARM ASSEMBLY (PL:650 E:700);Z0;SP1
1910497313;unbekannt;;CARRIAGE WHEEL PREMIUM T2 66MM;Z0;SP1
1910497316;unbekannt;;CONCENTRIC SHAFT WHEEL DIAMETER 56MM;Z0;SP1
1910497317;unbekannt;;CARRIAGE WHEEL W/ECC AXLE 30MM 107023;Z0;SP1
1910497318;unbekannt;;CARRIAGE WHEEL COUNTER ROLLER PREMIUM;Z0;SP1
1910497319;unbekannt;;CONCENTRIC CARRIAGE WHEEL 57.4mm DIAM.;Z0;SP1
1910497327;unbekannt;;ECCENTRIC AXLE WHEEL DIAMETER 54MM;Z0;SP1
1910497328;unbekannt;;WHEEL PLATE SLIM 50/11;Z0;SP1
1910497332;unbekannt;;LOCK WHEEL WITH AXLE 20.10.03;Z0;SP1
1910497335;unbekannt;;INTERLOCKING LEVER WHEEL 31MM 20.80.03;Z0;SP1
1910497337;unbekannt;;MOTOR PULLEY DIAMETER 48MM 10.21.02;Z0;SP1
1910497338;unbekannt;;MOTOR WHEEL FERMATOR DIAMETER 58MM;Z0;SP1
1910497339;unbekannt;;MOTOR PULLEY DIAMETER 35MM;Z0;SP1
1910497340;unbekannt;;MOTOR PULLEY DIAMETER 43MM;EU;SP5
1910497341;unbekannt;;WHEEL MOTOR FERMATOR;Z0;SP1
1910497351;unbekannt;;SYNCHRONIZATION CABLE WHEEL 64MM;Z0;SP1
1910497361;unbekannt;;IDLER PULLEY COMPACT PM R3;Z0;SP1
1910497529;unbekannt;;PHOTOCELL FERMATOR VVVF CAR STANDARD;Z0;SP1
1910497833;unbekannt;;CAPACITOR TELESC. DOOR 7-8 MICROFARADS;Z0;SP1
1910497834;unbekannt;;CAPACITOR    6uF 450V;Z0;SP1
1910497880;unbekannt;;ELECTRICAL INTERLOCKING CONTACT 50MM;Z0;SP1
1910497902;unbekannt;;ELECT. INTERLOCK. CONT. 2010-05 FERMATOR;Z0;SP1
1910497903;unbekannt;;CONTACT FERMATOR TSD RH;Z0;SP1
1910498183;unbekannt;;MICRO REOPENING 1050-22 FERMATOR;Z0;SP1
1910498459;unbekannt;;REOPENING AND END STOP MICROSWITCH;Z0;SP1
1910498654;unbekannt;;CONTACT LOCK UNLOCKING T2 LEFT;Z0;SP1
1910498752;unbekannt;;SUPPORT-BUSHING GUIDE;Z0;SP1
1910499322;unbekannt;;LIGHT CURTAIN MEMCO PANA40 PLUS;Z0;
1910499323;unbekannt;;LIGHT CURTAIN MEMCO PANA40 PLUS 3D;Z0;
1910564508;unbekannt;;FERMATOR ELECTRICAL CONTACT;Z0;SP1
1910564509;unbekannt;;ELECTRICAL CONTACT HALL COMPACT;Z0;SP1
1910564589;unbekannt;;PANEL SYNCHRONIZATION CABLE L = 2580 MM;Z0;SP1
1910565210;unbekannt;;FREQ INVERTER MODULE FERMATOR DC+ CAN;Z0;SP1
1910565211;unbekannt;;FREQUENCY INVERTER MODULE VF5+ FERMATOR;Z0;SP1
1910565212;unbekannt;;FREQUENCY INVERTER MODULE VF7 CAN;Z0;SP1
1910565346;unbekannt;;MOTOR OPERATOR R3 HTD 5M;Z0;SP1
1910565349;unbekannt;;VVVF ENCODER CABLE;Z0;SP1
1910565350;unbekannt;;ENCODER MOTOR VVVF 90.11.06;Z0;SP1
1910565456;unbekannt;;LOCK EVOLUTION FRONT;Z0;SP1
1910565457;unbekannt;;LOCK EVOLUTION SIDE;Z0;SP1
1910565515;unbekannt;;FREQUENCY INVERTER MODULE 230V ECC;Z0;SP1
1910565516;unbekannt;;FREQ INV MODULE ECC+230V EN 81-20/50;Z0;SP1
1910565518;unbekannt;;MOTOR  90 D. 50.10.01 THREE PHASE FERMAT;Z0;SP1
1910565522;unbekannt;;MOTOR MODEL 125 (ANCHOR W/SILENBLOCK);Z0;SP1
1910565523;unbekannt;;380V AC 3-PHASE MOTOR 50Hz (240/415V);Z0;SP1
1910565524;unbekannt;;VVVF 125/40 220V 900rpm motor;Z0;SP1
1910565535;unbekannt;;SYNCHRONOUS MOTOR 106VAC PM;Z0;SP1
1910565536;unbekannt;;MOTOR ECC 24VDC WITH BRUSHES;Z0;SP1
1910565537;unbekannt;;MOTOR ECC+24VDC ASYNCHRONOUS W/O ENCODER;Z0;SP1
1910565591;unbekannt;;CONTACT LOCK UNLOCKING T2 RIGHT;Z0;SP1
1910565592;unbekannt;;MIRILLA FERMATOR;Z0;SP1
1910565593;unbekannt;;CENTRAL TELESC. OPER. ARM ASSY 4 PANELS;Z0;SP1
1910565597;unbekannt;;BUS OPERATOR ARM ASSY (PL:700 & E:750);Z0;SP1
1910565598;unbekannt;;BUS OPERATOR ARM ASSY (PL: 800 Y E: 850);Z0;SP1
1910565675;unbekannt;;ELECTRONIC MODULE C2T (FERMATOR);Z0;SP1
1910565687;unbekannt;;VVVF MOTOR SPROCKET;Z0;SP1
1910565691;unbekannt;;CENTRAL PULLEY CPO.40PCC0000;Z0;SP1
1910565695;unbekannt;;INTERMEDIATE PULLEY CPO.4MAAC0000;Z0;SP1
1910565700;unbekannt;;TOOTHED REDUCTION PULLEY W/KEY 50.20.05;Z0;SP1
1910565701;unbekannt;;CIRCULAR GROOVE REDUCTION PULLEY;Z0;SP1
1910565702;unbekannt;;TRAPEZ. GROOVE REDUCTION PULLEY 50.20.12;EU;SP5
1910565704;unbekannt;;TOOTHED REDUCTION PULLEY 50.20.04;EU;SP5
1910565712;unbekannt;;BALL FITTING FERMATOR;Z0;SP1
1910565718;unbekannt;;SET ARM  ACC. FERMATOR 301000;Z0;SP1
1910565722;unbekannt;;SHEET METAL PULL SHOE REF: 10.70.17;Z0;SP1
1910565780;unbekannt;;CABLE REOPENING MICROSWITCH BUS;Z0;SP1
1910565787;unbekannt;;PULL TRIGGER;Z0;SP1
1910565789;unbekannt;;FIXED CAM FOR SEMI-AUTOMATIC DOORS;Z0;SP1
1910565795;unbekannt;;NYLON HINGE PACK 4 PCS;Z0;SP1
1910565803;unbekannt;;PANEL GUIDE COMPACT/PREMIUM CAR;Z0;SP1
1910565804;unbekannt;;PANEL GUIDE FERMATOR 16MM RAIL;Z0;SP1
1910565805;unbekannt;;PANEL GUIDE FERMATOR RAIL 8MM T2H-C4H;Z0;SP1
1910565806;unbekannt;;PANEL GUIDE FERMATOR RAIL 16MM T3;Z0;SP1
1910565807;unbekannt;;PANEL GUIDE FERMATOR RAIL 16MM C4H;Z0;SP1
1910565808;unbekannt;;PANEL GUIDE HALL COMPACT;Z0;SP1
1910565839;unbekannt;;SEMI-AUTOMATIC DOOR HANDLE 300 x 75;Z0;SP1
1910565843;unbekannt;;RUBBER STOP M6 30MM;Z0;SP1
1910565844;unbekannt;;ADJUSTABLE RUBBER STOP M8 (10.50-12);Z0;SP1
1910565852;unbekannt;;CAR PANEL GUIDE COMPACT R3 (2 PCS);Z0;SP1
1910565889;unbekannt;;RUBBER END STOP CAR PANEL COMPACT R3;Z0;SP1
1910565890;unbekannt;;RUBBER STOP M6 25MM;Z0;SP1
